,order_no,user_id,vehicle_type,platform_type,personal_or_business,placement_day_of_month,placement_weekday,placement_time,confirmation_day_of_month,confirmation_weekday,confirmation_time,arrival_at_pickup_day_of_month,arrival_at_pickup_weekday,arrival_at_pickup_time,pickup_day_of_month,pickup_weekday,pickup_time,distance_km,temperature,pickup_lat,pickup_long,destination_lat,destination_long,rider_id
763,Order_No_14352,User_Id_1384,Bike,3,Business,5,5,3:45:16 PM,5,5,3:45:26 PM,5,5,3:52:39 PM,5,5,3:58:33 PM,35,27.6,-1.2517448,36.7924971,-1.1103153000000001,37.0189577,Rider_Id_484
764,Order_No_8111,User_Id_1198,Bike,2,Personal,27,5,9:42:30 AM,27,5,9:44:10 AM,27,5,10:09:19 AM,27,5,10:11:30 AM,8,16.2,-1.2866544,36.82179779999999,-1.3215393999999998,36.836621,Rider_Id_857
765,Order_No_1288,User_Id_393,Bike,3,Business,11,2,2:25:45 PM,11,2,2:29:00 PM,11,2,2:31:27 PM,11,2,2:36:50 PM,13,21.4,-1.3228003000000002,36.8306435,-1.2991441000000001,36.7528804,Rider_Id_35
766,Order_No_17199,User_Id_1705,Bike,3,Business,18,5,2:58:08 PM,18,5,2:59:15 PM,18,5,3:04:58 PM,18,5,3:08:37 PM,22,26.9,-1.2551895,36.7822034,-1.3562374,36.904295399999995,Rider_Id_536
767,Order_No_24205,User_Id_1075,Bike,3,Business,15,1,9:17:46 AM,15,1,9:18:02 AM,15,1,9:22:39 AM,15,1,9:26:24 AM,1,20.9,-1.2584143,36.8048002,-1.2527958000000001,36.8003131,Rider_Id_177
768,Order_No_15545,User_Id_2869,Bike,3,Business,22,3,10:01:35 AM,22,3,10:04:27 AM,22,3,10:13:10 AM,22,3,10:18:51 AM,12,18.9,-1.3025826,36.7670807,-1.2765736,36.851364600000004,Rider_Id_709
769,Order_No_8149,User_Id_3283,Bike,3,Business,25,6,2:46:21 PM,25,6,2:55:48 PM,25,6,3:13:12 PM,25,6,3:27:33 PM,10,23.246119694548046,-1.307143,36.825009,-1.2628473,36.781805,Rider_Id_119
770,Order_No_10383,User_Id_2457,Bike,3,Business,26,5,11:46:28 AM,26,5,12:15:45 PM,26,5,12:15:54 PM,26,5,12:31:16 PM,9,23.246119694548046,-1.2551895,36.7822034,-1.3031073999999998,36.8040473,Rider_Id_223
771,Order_No_7098,User_Id_2803,Bike,3,Business,7,1,10:03:59 AM,7,1,10:05:48 AM,7,1,10:20:41 AM,7,1,10:22:47 AM,10,21.3,-1.2765736,36.851364600000004,-1.2551895,36.7822034,Rider_Id_534
772,Order_No_13355,User_Id_2967,Bike,1,Personal,8,6,10:03:02 AM,8,6,10:03:26 AM,8,6,10:15:39 AM,8,6,10:43:40 AM,21,22.3,-1.2857763999999998,36.8236622,-1.3861826000000002,36.9349923,Rider_Id_88
773,Order_No_26792,User_Id_402,Bike,3,Business,15,3,3:39:30 PM,15,3,3:39:45 PM,15,3,3:43:38 PM,15,3,3:45:22 PM,3,25.8,-1.2527958000000001,36.8003131,-1.2551895,36.7822034,Rider_Id_930
774,Order_No_13673,User_Id_1245,Bike,3,Business,24,3,10:17:35 AM,24,3,10:21:17 AM,24,3,10:36:35 AM,24,3,11:53:58 AM,19,23.246119694548046,-1.300921,36.828195,-1.3198615,36.7110323,Rider_Id_654
775,Order_No_19983,User_Id_1438,Bike,1,Personal,15,2,2:12:57 PM,15,2,2:48:04 PM,15,2,2:54:53 PM,15,2,3:11:00 PM,7,24.5,-1.3260432,36.834863299999995,-1.2871215,36.822053000000004,Rider_Id_756
776,Order_No_23886,User_Id_3506,Bike,3,Personal,19,2,7:08:05 AM,19,2,7:39:17 AM,19,2,8:04:52 AM,19,2,8:25:58 AM,10,15.6,-1.2563531000000001,36.7896742,-1.3039841,36.8115751,Rider_Id_101
777,Order_No_17985,User_Id_136,Bike,3,Business,3,1,4:17:46 PM,3,1,4:18:11 PM,3,1,5:02:50 PM,3,1,5:05:46 PM,1,22.4,-1.2534301,36.800098299999995,-1.2649605,36.798177700000004,Rider_Id_259
778,Order_No_13813,User_Id_3283,Bike,3,Business,17,5,10:52:09 AM,17,5,10:53:45 AM,17,5,10:59:50 AM,17,5,11:06:47 AM,5,23.246119694548046,-1.266837,36.799248999999996,-1.2628473,36.781805,Rider_Id_675
779,Order_No_21233,User_Id_3688,Bike,3,Business,24,1,11:37:04 AM,24,1,11:38:53 AM,24,1,11:42:54 AM,24,1,11:46:30 AM,10,22.8,-1.2551895,36.7822034,-1.275931,36.8516227,Rider_Id_436
780,Order_No_40,User_Id_53,Bike,3,Business,25,1,11:51:25 AM,25,1,11:51:47 AM,25,1,12:02:48 PM,25,1,12:15:11 PM,4,25.5,-1.3077869,36.844320700000004,-1.3004062,36.829741,Rider_Id_863
781,Order_No_15654,User_Id_1724,Bike,3,Business,26,2,11:37:22 AM,26,2,11:38:36 AM,26,2,11:38:44 AM,26,2,12:00:14 PM,7,26.2,-1.2551895,36.7822034,-1.2974510000000001,36.8210544,Rider_Id_518
782,Order_No_24330,User_Id_3149,Bike,3,Business,11,2,11:19:05 AM,11,2,11:33:56 AM,11,2,11:44:18 AM,11,2,12:09:54 PM,5,19.4,-1.3004062,36.829741,-1.3228003000000002,36.8306435,Rider_Id_404
783,Order_No_6840,User_Id_3186,Bike,3,Business,31,4,4:26:24 PM,31,4,4:28:10 PM,31,4,4:51:14 PM,31,4,4:55:27 PM,8,22.3,-1.2980228999999999,36.78865,-1.2599115,36.7799828,Rider_Id_844
784,Order_No_19400,User_Id_3599,Bike,3,Business,14,2,12:34:16 PM,14,2,12:52:43 PM,14,2,1:16:38 PM,14,2,1:27:56 PM,15,23.246119694548046,-1.3302996,36.8707935,-1.2612531999999999,36.7897977,Rider_Id_427
785,Order_No_6424,User_Id_517,Bike,3,Business,23,6,8:12:28 AM,23,6,8:12:49 AM,23,6,8:25:05 AM,23,6,8:32:32 AM,14,19.0,-1.3167113000000001,36.8301563,-1.306378,36.7519845,Rider_Id_262
786,Order_No_0,User_Id_1085,Bike,3,Business,26,2,1:47:47 PM,26,2,1:55:41 PM,26,2,2:18:16 PM,26,2,2:20:40 PM,8,31.0,-1.301908,36.7592822,-1.316539,36.706856200000004,Rider_Id_678
787,Order_No_1948,User_Id_2510,Bike,1,Business,16,2,5:53:30 PM,16,2,5:59:47 PM,16,2,6:17:30 PM,16,2,6:25:03 PM,10,25.1,-1.303097,36.846517,-1.254904,36.809583,Rider_Id_622
788,Order_No_14959,User_Id_3404,Bike,3,Business,25,2,1:06:55 PM,25,2,1:09:18 PM,25,2,1:09:32 PM,25,2,2:09:06 PM,9,26.9,-1.2793686000000002,36.82592329999999,-1.3014461000000002,36.7661381,Rider_Id_137
789,Order_No_15036,User_Id_56,Bike,3,Personal,3,5,3:39:25 PM,3,5,3:43:53 PM,3,5,3:52:29 PM,3,5,4:46:17 PM,4,23.246119694548046,-1.2795796,36.819062,-1.261441,36.80785,Rider_Id_953
790,Order_No_6783,User_Id_2229,Bike,3,Business,17,5,3:52:43 PM,17,5,3:53:52 PM,17,5,3:59:24 PM,17,5,4:14:39 PM,13,23.246119694548046,-1.3247683000000001,36.85803,-1.2928815,36.7946161,Rider_Id_411
791,Order_No_19301,User_Id_1882,Bike,3,Business,26,2,7:45:33 AM,26,2,7:46:29 AM,26,2,8:00:01 AM,26,2,8:31:57 AM,7,21.9,-1.2958783,36.7928125,-1.2588774999999999,36.8079744,Rider_Id_427
792,Order_No_19236,User_Id_2468,Bike,3,Business,27,3,12:24:58 PM,27,3,12:25:18 PM,27,3,12:32:04 PM,27,3,12:37:51 PM,9,26.0,-1.2884231000000002,36.779456599999996,-1.2512886,36.8024816,Rider_Id_907
793,Order_No_20758,User_Id_2330,Bike,3,Business,2,6,1:01:09 PM,2,6,1:01:20 PM,2,6,1:01:31 PM,2,6,1:05:51 PM,6,27.4,-1.2915246999999999,36.805575700000006,-1.3015197,36.7658456,Rider_Id_669
794,Order_No_20276,User_Id_53,Bike,3,Business,26,2,2:38:48 PM,26,2,2:39:00 PM,26,2,2:43:50 PM,26,2,3:16:22 PM,5,29.9,-1.3004062,36.829741,-1.2770708,36.8231093,Rider_Id_263
795,Order_No_23465,User_Id_71,Bike,3,Business,19,3,4:01:54 PM,19,3,4:43:57 PM,19,3,4:52:17 PM,19,3,5:03:57 PM,1,22.5,-1.2793686000000002,36.82592329999999,-1.281754,36.8324229,Rider_Id_692
796,Order_No_23480,User_Id_1845,Bike,3,Business,3,2,4:18:57 PM,3,2,4:32:03 PM,3,2,4:46:27 PM,3,2,4:48:24 PM,7,18.8,-1.2998129999999999,36.787139200000006,-1.2695287,36.798177700000004,Rider_Id_105
797,Order_No_10219,User_Id_1205,Bike,1,Business,8,2,11:55:36 AM,8,2,1:17:12 PM,8,2,1:56:43 PM,8,2,2:14:53 PM,8,23.3,-1.2778180000000001,36.7646964,-1.281767,36.8220791,Rider_Id_196
798,Order_No_23825,User_Id_496,Bike,3,Business,24,3,3:17:01 PM,24,3,3:17:50 PM,24,3,3:21:03 PM,24,3,3:26:16 PM,6,23.246119694548046,-1.2551895,36.7822034,-1.2843046,36.774613200000005,Rider_Id_245
799,Order_No_21537,User_Id_2204,Bike,3,Business,8,1,12:02:09 PM,8,1,12:10:30 PM,8,1,12:17:00 PM,8,1,12:20:49 PM,8,28.1,-1.2551895,36.7822034,-1.290894,36.822971,Rider_Id_660
800,Order_No_14307,User_Id_391,Bike,3,Business,11,4,10:50:29 AM,11,4,10:51:36 AM,11,4,10:55:49 AM,11,4,11:42:11 AM,4,25.8,-1.300921,36.828195,-1.2838296999999999,36.810923200000005,Rider_Id_855
801,Order_No_12599,User_Id_1363,Bike,3,Business,11,1,10:57:50 AM,11,1,10:58:25 AM,11,1,10:58:44 AM,11,1,11:01:35 AM,7,23.8,-1.3004062,36.829741,-1.2698539,36.8013674,Rider_Id_332
802,Order_No_20086,User_Id_3283,Bike,3,Business,24,5,1:36:21 PM,24,5,1:36:30 PM,24,5,2:07:34 PM,24,5,2:12:48 PM,5,23.2,-1.2600926000000001,36.8088685,-1.2628473,36.781805,Rider_Id_379
803,Order_No_16151,User_Id_265,Bike,3,Business,15,2,12:34:03 PM,15,2,12:36:12 PM,15,2,1:01:58 PM,15,2,1:08:06 PM,15,24.1,-1.3195936000000001,36.916169700000005,-1.300921,36.828195,Rider_Id_730
804,Order_No_19898,User_Id_1280,Bike,3,Business,27,3,11:28:47 AM,27,3,11:29:47 AM,27,3,11:37:14 AM,27,3,11:49:24 AM,5,26.1,-1.2551895,36.7822034,-1.2731645,36.7900343,Rider_Id_445
805,Order_No_5079,User_Id_53,Bike,3,Business,7,5,11:04:55 AM,7,5,11:06:56 AM,7,5,11:12:25 AM,7,5,11:37:08 AM,5,23.246119694548046,-1.3004062,36.829741,-1.2770708,36.8231093,Rider_Id_158
806,Order_No_5214,User_Id_568,Bike,3,Personal,5,3,3:18:56 PM,5,3,3:18:56 PM,5,3,3:35:54 PM,5,3,3:39:39 PM,3,18.8,-1.2963097,36.7688221,-1.2968742,36.793780299999995,Rider_Id_354
807,Order_No_2073,User_Id_1271,Bike,3,Business,7,3,1:17:52 PM,7,3,1:18:03 PM,7,3,1:41:49 PM,7,3,2:20:28 PM,23,28.5,-1.3244885,36.897791999999995,-1.1998362,36.929287200000005,Rider_Id_519
808,Order_No_9998,User_Id_868,Bike,3,Business,28,6,1:16:22 PM,28,6,1:16:48 PM,28,6,1:31:18 PM,28,6,1:40:46 PM,8,25.0,-1.303596,36.778378000000004,-1.265715,36.823815,Rider_Id_312
809,Order_No_7108,User_Id_1500,Bike,3,Business,3,3,12:10:51 PM,3,3,12:20:14 PM,3,3,12:41:12 PM,3,3,12:44:00 PM,10,27.3,-1.2991441000000001,36.7528804,-1.2638185,36.7930057,Rider_Id_281
810,Order_No_15679,User_Id_868,Bike,3,Business,20,5,1:30:58 PM,20,5,1:31:38 PM,20,5,1:35:51 PM,20,5,1:42:31 PM,10,20.4,-1.228911,36.881876,-1.265715,36.823815,Rider_Id_398
811,Order_No_24154,User_Id_540,Bike,3,Business,20,5,12:17:13 PM,20,5,12:17:49 PM,20,5,12:18:57 PM,20,5,12:22:11 PM,8,18.4,-1.2551895,36.7822034,-1.2940713,36.7890758,Rider_Id_726
812,Order_No_22713,User_Id_1687,Bike,3,Business,8,1,11:19:09 AM,8,1,11:20:11 AM,8,1,11:37:23 AM,8,1,11:45:06 AM,4,27.9,-1.2899256000000001,36.815551,-1.2732803,36.794037700000004,Rider_Id_819
813,Order_No_11668,User_Id_2330,Bike,3,Business,14,2,9:36:10 AM,14,2,9:36:56 AM,14,2,9:52:06 AM,14,2,9:57:41 AM,13,23.246119694548046,-1.2464559,36.816985700000004,-1.2524916000000001,36.8656196,Rider_Id_858
814,Order_No_4660,User_Id_14,Bike,3,Personal,15,6,5:33:28 PM,15,6,5:33:41 PM,15,6,6:05:09 PM,15,6,6:08:53 PM,8,20.8,-1.3070122,36.8287218,-1.2841857,36.7811973,Rider_Id_936
815,Order_No_14109,User_Id_3222,Bike,3,Business,25,5,2:08:27 PM,25,5,2:09:04 PM,25,5,2:09:47 PM,25,5,2:20:07 PM,8,29.2,-1.2551895,36.7822034,-1.2944292,36.779356899999996,Rider_Id_518
816,Order_No_25088,User_Id_3372,Bike,2,Business,20,5,9:37:09 AM,20,5,9:37:36 AM,20,5,10:05:12 AM,20,5,10:09:25 AM,14,14.7,-1.2872751,36.7889153,-1.2297202,36.881950700000004,Rider_Id_465
817,Order_No_16572,User_Id_2767,Bike,3,Business,6,4,10:42:51 AM,6,4,10:43:42 AM,6,4,10:51:39 AM,6,4,10:53:01 AM,4,24.2,-1.257773,36.795486,-1.2603423,36.787718,Rider_Id_651
818,Order_No_10080,User_Id_3621,Bike,3,Business,18,4,1:59:13 PM,18,4,2:00:27 PM,18,4,2:04:41 PM,18,4,2:11:30 PM,5,27.0,-1.2836583000000001,36.7886014,-1.281866,36.826168,Rider_Id_268
819,Order_No_3932,User_Id_2946,Bike,2,Personal,16,2,9:44:33 AM,16,2,9:58:09 AM,16,2,10:07:49 AM,16,2,10:14:00 AM,7,23.246119694548046,-1.2749662,36.7658781,-1.289521,36.819072399999996,Rider_Id_336
820,Order_No_18616,User_Id_3239,Bike,3,Personal,26,6,9:30:46 AM,26,6,9:31:35 AM,26,6,9:39:19 AM,26,6,9:44:04 AM,10,18.5,-1.2839322,36.8292426,-1.2879559999999999,36.7580711,Rider_Id_852
821,Order_No_19394,User_Id_2590,Bike,1,Personal,30,4,8:58:18 AM,30,4,8:58:23 AM,30,4,8:58:58 AM,30,4,9:07:36 AM,21,16.1,-1.2571421999999999,36.801562700000005,-1.3981881,36.7601034,Rider_Id_875
822,Order_No_16721,User_Id_635,Bike,3,Business,22,4,8:25:15 AM,22,4,8:25:27 AM,22,4,8:33:42 AM,22,4,9:10:49 AM,2,19.8,-1.3016417,36.8271679,-1.2987976,36.829477000000004,Rider_Id_343
823,Order_No_24724,User_Id_393,Bike,3,Business,24,4,11:48:07 AM,24,4,11:54:18 AM,24,4,12:07:49 PM,24,4,12:12:35 PM,11,24.5,-1.3167113000000001,36.8301563,-1.2574219,36.7927073,Rider_Id_523
824,Order_No_11295,User_Id_766,Bike,1,Personal,17,3,1:26:52 PM,17,3,1:27:46 PM,17,3,1:57:13 PM,17,3,1:58:13 PM,5,28.2,-1.2786123999999999,36.7678061,-1.2701316,36.7824436,Rider_Id_299
825,Order_No_9978,User_Id_788,Bike,3,Business,5,1,12:21:45 PM,5,1,12:26:26 PM,5,1,12:35:56 PM,5,1,12:51:08 PM,12,24.3,-1.279395,36.825364,-1.225322,36.80855,Rider_Id_858
826,Order_No_26105,User_Id_517,Bike,3,Business,6,3,9:01:02 AM,6,3,9:01:15 AM,6,3,9:01:20 AM,6,3,9:04:57 AM,4,23.246119694548046,-1.3167113000000001,36.8301563,-1.3004062,36.829741,Rider_Id_842
827,Order_No_1112,User_Id_1500,Bike,3,Business,9,5,3:58:08 PM,9,5,4:35:29 PM,9,5,5:01:20 PM,9,5,5:13:23 PM,10,25.0,-1.2991441000000001,36.7528804,-1.2574219,36.7927073,Rider_Id_593
828,Order_No_18747,User_Id_2164,Bike,3,Business,14,4,2:27:56 PM,14,4,2:56:25 PM,14,4,3:21:46 PM,14,4,3:26:54 PM,17,27.8,-1.2551895,36.7822034,-1.2387934999999999,36.671595700000005,Rider_Id_774
829,Order_No_21720,User_Id_3342,Bike,3,Personal,20,1,6:44:53 PM,20,1,6:45:09 PM,20,1,6:51:43 PM,20,1,6:55:11 PM,10,23.246119694548046,-1.2865328,36.8219929,-1.2778747,36.883182899999994,Rider_Id_843
830,Order_No_152,User_Id_2457,Bike,3,Business,26,5,12:20:21 PM,26,5,12:26:12 PM,26,5,12:40:25 PM,26,5,12:42:57 PM,2,23.246119694548046,-1.2551895,36.7822034,-1.2654983,36.79686220000001,Rider_Id_519
831,Order_No_26186,User_Id_3599,Bike,3,Business,15,1,10:01:43 AM,15,1,10:21:49 AM,15,1,10:43:03 AM,15,1,11:01:58 AM,14,23.246119694548046,-1.3302996,36.8707935,-1.2602512,36.818729100000006,Rider_Id_518
832,Order_No_12831,User_Id_103,Bike,3,Business,2,6,9:27:14 AM,2,6,9:28:56 AM,2,6,9:37:45 AM,2,6,9:49:55 AM,15,21.1,-1.2844665000000002,36.7866113,-1.2533898,36.875113899999995,Rider_Id_862
833,Order_No_13821,User_Id_3291,Bike,3,Business,3,4,12:19:18 PM,3,4,12:19:34 PM,3,4,12:23:08 PM,3,4,12:29:50 PM,4,23.6,-1.272828,36.816608,-1.2600926000000001,36.8088685,Rider_Id_477
834,Order_No_653,User_Id_3091,Bike,3,Business,4,4,3:52:10 PM,4,4,4:08:46 PM,4,4,4:20:15 PM,4,4,4:26:26 PM,16,27.4,-1.207546,36.7913976,-1.290894,36.822971,Rider_Id_576
835,Order_No_5489,User_Id_1882,Bike,3,Business,21,4,12:27:56 PM,21,4,12:32:01 PM,21,4,12:44:07 PM,21,4,12:59:26 PM,2,28.0,-1.253784,36.79907,-1.2588774999999999,36.8079744,Rider_Id_553
836,Order_No_17245,User_Id_635,Bike,3,Business,11,3,8:49:40 AM,11,3,8:50:14 AM,11,3,9:24:16 AM,11,3,9:41:44 AM,6,15.1,-1.2696795,36.8640088,-1.2833620000000001,36.8260149,Rider_Id_956
837,Order_No_22849,User_Id_3283,Bike,3,Business,4,5,3:23:59 PM,4,5,3:33:21 PM,4,5,3:47:16 PM,4,5,4:00:23 PM,13,23.246119694548046,-1.331619,36.847976,-1.2628473,36.781805,Rider_Id_489
838,Order_No_19745,User_Id_2080,Bike,3,Personal,22,3,1:37:12 PM,22,3,1:42:18 PM,22,3,2:06:09 PM,22,3,2:12:04 PM,3,24.4,-1.2554961000000002,36.8020345,-1.2735123,36.8036951,Rider_Id_158
839,Order_No_20148,User_Id_1833,Bike,3,Personal,28,4,1:17:21 PM,28,4,1:17:48 PM,28,4,2:05:30 PM,28,4,2:14:04 PM,5,30.2,-1.2791223999999999,36.8306878,-1.2615348999999998,36.8068294,Rider_Id_268
840,Order_No_20574,User_Id_2956,Bike,3,Business,27,3,12:33:46 PM,27,3,12:34:32 PM,27,3,12:35:53 PM,27,3,12:38:34 PM,7,23.246119694548046,-1.2642719999999998,36.7978791,-1.297324,36.787863200000004,Rider_Id_345
841,Order_No_459,User_Id_1500,Bike,3,Business,12,1,4:05:56 PM,12,1,4:06:53 PM,12,1,4:22:31 PM,12,1,4:26:57 PM,11,26.8,-1.3077869,36.844320700000004,-1.2574219,36.7927073,Rider_Id_581
842,Order_No_14453,User_Id_868,Bike,3,Business,17,1,1:14:15 PM,17,1,1:33:04 PM,17,1,1:38:38 PM,17,1,1:51:46 PM,7,24.4,-1.2628473,36.781805,-1.265715,36.823815,Rider_Id_404
843,Order_No_1356,User_Id_3686,Bike,3,Business,8,5,9:23:43 AM,8,5,9:27:09 AM,8,5,9:34:57 AM,8,5,9:38:33 AM,7,20.3,-1.2551895,36.7822034,-1.2896398999999998,36.812449799999996,Rider_Id_531
844,Order_No_15141,User_Id_53,Bike,3,Business,24,3,1:54:17 PM,24,3,1:59:10 PM,24,3,2:05:28 PM,24,3,2:38:04 PM,5,23.246119694548046,-1.3004062,36.829741,-1.2770708,36.8231093,Rider_Id_613
845,Order_No_25880,User_Id_868,Bike,3,Business,13,1,3:44:29 PM,13,1,3:45:22 PM,13,1,3:49:31 PM,13,1,3:56:22 PM,8,23.246119694548046,-1.303596,36.778378000000004,-1.265715,36.823815,Rider_Id_155
846,Order_No_25118,User_Id_2066,Bike,3,Business,13,1,10:50:23 AM,13,1,10:51:40 AM,13,1,11:24:33 AM,13,1,11:30:52 AM,16,23.246119694548046,-1.3210188999999999,36.841055100000005,-1.3888508999999998,36.938984000000005,Rider_Id_530
847,Order_No_12977,User_Id_3283,Bike,3,Business,16,6,12:06:45 PM,16,6,12:07:25 PM,16,6,12:22:01 PM,16,6,12:28:27 PM,13,25.9,-1.2296618000000001,36.84382720000001,-1.2628473,36.781805,Rider_Id_8
848,Order_No_6639,User_Id_419,Bike,3,Business,30,3,12:14:22 PM,30,3,12:15:05 PM,30,3,12:26:01 PM,30,3,12:41:46 PM,6,25.2,-1.2571472,36.795063299999995,-1.2857671,36.7875614,Rider_Id_72
849,Order_No_19810,User_Id_393,Bike,3,Business,15,6,10:27:18 AM,15,6,10:27:27 AM,15,6,10:28:27 AM,15,6,10:42:20 AM,4,19.3,-1.3228003000000002,36.8306435,-1.3004062,36.829741,Rider_Id_891
850,Order_No_17504,User_Id_868,Bike,3,Business,21,4,11:50:43 AM,21,4,11:51:57 AM,21,4,11:54:30 AM,21,4,12:02:56 PM,8,25.3,-1.303596,36.778378000000004,-1.265715,36.823815,Rider_Id_831
851,Order_No_399,User_Id_1304,Bike,3,Business,31,3,12:37:36 PM,31,3,12:38:28 PM,31,3,12:50:42 PM,31,3,12:52:01 PM,3,24.7,-1.3332749,36.870814700000004,-1.3267703000000002,36.8716776,Rider_Id_916
852,Order_No_13027,User_Id_2074,Bike,2,Personal,6,6,10:43:51 AM,6,6,10:59:13 AM,6,6,11:34:34 AM,6,6,11:51:24 AM,25,24.2,-1.3313538999999999,36.8953417,-1.3390936000000002,36.7277074,Rider_Id_397
853,Order_No_7193,User_Id_2100,Bike,3,Business,14,5,3:51:20 PM,14,5,3:58:20 PM,14,5,4:11:31 PM,14,5,4:13:00 PM,11,27.0,-1.2765736,36.851364600000004,-1.2571472,36.795063299999995,Rider_Id_537
854,Order_No_1115,User_Id_2200,Bike,3,Business,23,5,5:25:16 PM,23,5,5:27:14 PM,23,5,5:38:23 PM,23,5,5:49:11 PM,3,24.6,-1.290894,36.822971,-1.2811695,36.8200313,Rider_Id_379
855,Order_No_14790,User_Id_2982,Bike,3,Business,28,2,3:41:19 PM,28,2,3:41:34 PM,28,2,3:50:08 PM,28,2,4:17:29 PM,18,23.5,-1.300921,36.828195,-1.177202,36.8351183,Rider_Id_416
856,Order_No_27724,User_Id_3517,Bike,3,Business,18,3,9:57:23 AM,18,3,9:57:48 AM,18,3,10:12:04 AM,18,3,11:02:26 AM,16,19.7,-1.300921,36.828195,-1.3882008,36.7699445,Rider_Id_297
857,Order_No_15235,User_Id_88,Bike,3,Personal,4,6,10:21:21 AM,4,6,10:21:33 AM,4,6,10:31:13 AM,4,6,10:37:19 AM,28,19.7,-1.3078623999999999,36.7697658,-1.1700659,36.7795604,Rider_Id_636
858,Order_No_24075,User_Id_1927,Bike,3,Business,25,4,10:49:37 AM,25,4,10:50:31 AM,25,4,11:11:32 AM,25,4,11:45:39 AM,12,23.246119694548046,-1.2813012,36.832396200000005,-1.3472066,36.7692638,Rider_Id_341
859,Order_No_18672,User_Id_136,Bike,3,Business,14,2,12:57:59 PM,14,2,12:58:32 PM,14,2,1:12:40 PM,14,2,2:03:17 PM,15,23.246119694548046,-1.2902869,36.8085396,-1.3254522,36.721658399999995,Rider_Id_564
860,Order_No_7833,User_Id_3060,Bike,3,Business,28,1,3:39:07 PM,28,1,3:40:14 PM,28,1,4:19:10 PM,28,1,4:24:04 PM,4,26.2,-1.2702120000000001,36.82108770000001,-1.2534301,36.800098299999995,Rider_Id_332
861,Order_No_9084,User_Id_2801,Bike,3,Business,24,5,3:44:49 PM,24,5,4:06:23 PM,24,5,4:31:41 PM,24,5,4:44:30 PM,8,19.8,-1.278956,36.8375411,-1.2674273999999999,36.787082700000006,Rider_Id_491
862,Order_No_11596,User_Id_1500,Bike,3,Business,7,5,9:40:38 AM,7,5,11:57:17 AM,7,5,12:04:43 PM,7,5,12:09:23 PM,3,25.3,-1.3004062,36.829741,-1.2996681,36.806841299999995,Rider_Id_932
863,Order_No_10977,User_Id_867,Bike,3,Business,17,4,11:59:10 AM,17,4,12:02:30 PM,17,4,12:15:09 PM,17,4,12:19:12 PM,11,25.5,-1.2770708,36.8231093,-1.2991441000000001,36.7528804,Rider_Id_436
864,Order_No_7261,User_Id_3517,Bike,3,Business,14,2,10:49:04 AM,14,2,10:49:22 AM,14,2,10:57:06 AM,14,2,12:23:07 PM,16,23.246119694548046,-1.300921,36.828195,-1.3882008,36.7699445,Rider_Id_538
865,Order_No_380,User_Id_1205,Bike,3,Business,10,5,3:50:21 PM,10,5,3:51:39 PM,10,5,3:58:27 PM,10,5,4:01:10 PM,4,21.8,-1.2810807,36.8144229,-1.2898764999999999,36.7912333,Rider_Id_268
866,Order_No_17369,User_Id_2212,Bike,3,Business,31,5,9:55:39 AM,31,5,9:57:01 AM,31,5,10:05:34 AM,31,5,10:09:17 AM,18,23.246119694548046,-1.2571472,36.795063299999995,-1.3155437,36.910119099999996,Rider_Id_96
867,Order_No_22984,User_Id_909,Bike,3,Business,25,4,3:29:09 PM,25,4,4:29:41 PM,25,4,4:34:31 PM,25,4,4:36:51 PM,10,23.246119694548046,-1.225322,36.80855,-1.2781938999999998,36.8191922,Rider_Id_878
868,Order_No_21905,User_Id_3044,Bike,3,Business,5,1,10:17:27 AM,5,1,10:17:37 AM,5,1,10:18:15 AM,5,1,10:44:01 AM,15,24.4,-1.306378,36.7519845,-1.3177546999999998,36.8303703,Rider_Id_403
869,Order_No_15515,User_Id_1075,Bike,3,Business,23,7,3:42:00 PM,23,7,3:42:28 PM,23,7,3:48:45 PM,23,7,3:53:12 PM,1,24.8,-1.2649605,36.798177700000004,-1.2527958000000001,36.8003131,Rider_Id_870
870,Order_No_15426,User_Id_2987,Bike,3,Business,19,1,12:19:56 PM,19,1,12:39:35 PM,19,1,12:46:00 PM,19,1,1:29:30 PM,3,24.5,-1.280238,36.829707,-1.2702120000000001,36.82108770000001,Rider_Id_646
871,Order_No_6549,User_Id_2150,Bike,3,Business,21,1,10:40:25 AM,21,1,10:42:55 AM,21,1,10:48:54 AM,21,1,10:55:33 AM,15,25.3,-1.265715,36.823815,-1.3444459999999998,36.756597,Rider_Id_31
872,Order_No_15238,User_Id_2008,Bike,3,Business,7,5,2:32:16 PM,7,5,2:50:54 PM,7,5,3:18:03 PM,7,5,3:23:36 PM,9,26.8,-1.2508229,36.7895263,-1.2894818000000001,36.788053399999995,Rider_Id_741
873,Order_No_2433,User_Id_1925,Bike,2,Personal,16,3,1:32:22 PM,16,3,1:41:43 PM,16,3,2:13:34 PM,16,3,2:20:25 PM,18,25.3,-1.2860183,36.8975338,-1.2661246000000002,36.7961775,Rider_Id_397
874,Order_No_18083,User_Id_496,Bike,3,Business,7,5,1:22:30 PM,7,5,1:24:55 PM,7,5,1:28:27 PM,7,5,1:32:15 PM,13,23.246119694548046,-1.2551895,36.7822034,-1.3233955,36.856294399999996,Rider_Id_591
